dirid,fullname,ethnicity
52507.0,STANLEY B COHEN,Unknown
52509.0,MARC S EISENBERG,Unknown
52510.0,FRED WI LACHOTZKI,Unknown
52511.0,E JAMES LOWREY,Unknown
52512.0,MICHAEL A LUSTIG,Unknown
52513.0,JOHN M TOMA,Caucasian
52518.0,HARRY M CALL,Unknown
52521.0,WILLIAM W WEHNER,Unknown
52522.0,EDWARD T REILLY,Unknown
52523.0,PETER G DIAMANDIS,Unknown
52532.0,KEITH S WALTERS,Caucasian
52535.0,FRANCO PLASTINA,Caucasian
52547.0,R DON MORRIS,Unknown
52566.0,GARY M CAIN,Unknown
52568.0,THOMAS J GRAF,Unknown
52569.0,GEORGE BELL,Caucasian
52571.0,KENNETH J LINDE,Unknown
52581.0,VIVIAN A BULL,Unknown
52582.0,CARLTON J JENKINS,Unknown
52583.0,JOHN G KING,Unknown
52585.0,MARC H RAPAPORT,Unknown
52590.0,I. EDGAR HENDRIX,Caucasian
52596.0,YVONNE R JACKSON,
52597.0,IRIAL FINAN,Unknown
52613.0,SKIP M BRITTENHAM,Unknown
52618.0,YON Y. JORDEN,Asian
52619.0,THOMAS F. O'NEILL,Caucasian
52620.0,R. GLENN HUBBARD,Caucasian
52637.0,ALLAN ROSENFIELD,Unknown
52639.0,DAN TOLKOWSKY,Unknown
52644.0,MARVIN S TRAUB,Unknown
52653.0,AERIN LAUDER,Caucasian
52654.0,LADY LYNN FORESTER DE ROTHSCHILD,Caucasian
52665.0,ROBERT E ZIMMER,Caucasian
52666.0,JAMES E ZIMMER,Caucasian
52668.0,RICHARD E GOLDMAN,Unknown
52669.0,HARRY M LEVY,Unknown
52671.0,JAMES R. MONTAGUE,Caucasian
52676.0,EDUARDO CASTRO WRIGHT,Unknown
52677.0,CRAIG R. HERKERT,Caucasian
52696.0,BENEDICT A ITRI,Unknown
52698.0,CHARLES S STRAUCH,Caucasian
52699.0,ROBERT A HOFF,Unknown
52700.0,HOWARD S FLAGG,Caucasian
52709.0,JAMES L ZUCCO JR,Unknown
52710.0,DAVID C COLE,Unknown
52716.0,JEAN BIXBY SMITH,Unknown
52717.0,CRAIG T BEAM,Unknown
52719.0,GARY L LEARY,Unknown
52728.0,ROBERT B CHESS,Unknown
52729.0,AJIT S GILL,Unknown
52730.0,JOHN S PATTON,Unknown
52735.0,STEPHEN M. LACY,Caucasian
52736.0,JOHN BRONSON,Caucasian
52741.0,GARY G CLARK,Unknown
52744.0,WARREN C SMITH JR,Unknown
52745.0,THOMAS H LEE,Unknown
52751.0,RONALD A ABELMANN,Caucasian
52752.0,DAVID N WILNER,Unknown
52754.0,DAVID B PRATT,Unknown
52755.0,LARRY D OLSON,Caucasian
52764.0,KEVIN E VILLANI,Unknown
52772.0,JEFFREY G. GOLD,Caucasian
52773.0,DENNIS METENY,Caucasian
52777.0,JAMES CLAYBURN LAFORCE JR,Unknown
52778.0,PERRY A LERNER,Unknown
52779.0,ROBERT S MUEHLENBECK,Unknown
52780.0,JOSEPH R TOMKINSON,Unknown
52781.0,W JAY CAROTHERS,Unknown
52782.0,STANLEY B RICH,Unknown
52783.0,MARK L FILANOWSKI,Unknown
52784.0,JOHNATHAN BLANK,Unknown
52785.0,PAUL B GRIDLEY,Unknown
52786.0,JEROME SHELBY,Unknown
52811.0,DAVID LUCAS,Unknown
52812.0,WILLIAM S. SHANAHAN,Caucasian
52814.0,JERRY D HORN,Unknown
52817.0,WILLIAM E WATTS,Unknown
52818.0,RONALD L ROSSETTI,Unknown
52836.0,J BRUCE TOMPKINS,Unknown
52857.0,SAMUEL J PARKER,Unknown
52862.0,WILLIAM T COLEMAN III,Unknown
52864.0,CARY J DAVIS,Unknown
52865.0,STEWART KP GROSS,Unknown
52871.0,WILLLIAM SMITH,Unknown
52876.0,FRED G WEISS,Unknown
52881.0,MICHAEL A LEVEN,Unknown
52891.0,GEOFFREY T BOISI,Caucasian
52892.0,"WILLIAM M. LEWIS, JR.",African-American
52896.0,ANTHONY J. PUGLISI,Caucasian
52901.0,JEAN-CLAUDE BANON,Unknown
52902.0,DANIEL CAILLE,Unknown
52903.0,FRANCOIS JOBARD,Unknown
52904.0,THIERRY M MALLET,Unknown
52907.0,LAURENCE D FINK,Unknown
52917.0,CRAIG R. CURRY,Caucasian
52918.0,THOMAS R HIX,Caucasian
52919.0,ELIZABETH RAFAEL,Caucasian
52924.0,JUAN CARLOS AGUAYO,Hispanic
52925.0,MARGARET GILLIAM,Unknown
52926.0,WILLIAM GRAYSON,Unknown
52928.0,VIET DINH,Asian
52929.0,ROBERT S BOSWELL,Unknown
52942.0,DOMINIC CHANG,Unknown
52943.0,JAMES GANLEY,Unknown
52944.0,JIMMY CM HSU,Unknown
52945.0,KRISHNAN P THAMPI,Unknown
52946.0,YUPIN WANG,Unknown
52947.0,WILLIAM J COWLIN,Unknown
52950.0,JOHN L. M. HUGHES,Caucasian
52951.0,MARIS ANDERSONS,Unknown
52953.0,SHAUL G MASSRY,Unknown
52956.0,ELLIOT F HAHN,Unknown
52958.0,ALAN P COHEN,Unknown
52959.0,CHIH-MING J CHEN,
52960.0,M ALEX MENDEZ,Unknown
52962.0,MICHAEL A SCHWARTZ,Unknown
52963.0,JEFFREY FURMAN,Unknown
52964.0,HENRY MORGAN,Unknown
52965.0,PIERRE FERRARI,Unknown
52966.0,JERRY GREENFIELD,Caucasian
52967.0,FREDERICK A MILLER,Unknown
52968.0,BEN COHEN,Caucasian
52969.0,JENNIFER HENDERSON,Unknown
52970.0,PERRY D ODAK,Unknown
52972.0,ANTHONY S TABATZNIK,Unknown
52973.0,J NEIL TABATZNIK,Unknown
52974.0,BERNHARD SCHEUBLE,Unknown
52975.0,KLAUS H JANDER,Unknown
52979.0,JOHN B. CROWE,Caucasian
52984.0,C EDWARD JORDAN JR,Unknown
52986.0,DAVID BAIRD IV,Unknown
52991.0,BEN-ZION ZILBERFARB,Asian
52993.0,FRANK C VIDEON SR,Unknown
52995.0,LAURA A LISWOOD,Unknown
52999.0,JOHN E. BYOM,Caucasian
53008.0,ARIF SHAKEEL,Unknown
53025.0,CHARLENE A GONDEK,Unknown
53026.0,THOMAS M WHEELER,Unknown
53027.0,KAREN BETH BRENNER,Unknown
53029.0,WILLIAM W R ELDER,Unknown
53030.0,JIRKA RYSAVY,Unknown
53031.0,JANET A HICKEY,Unknown
53033.0,JAMES P ARGYROPOULOS,Unknown
53044.0,GEORGE FOOS,Unknown
53046.0,DONALD R JOHNSON,Caucasian
53054.0,JONAH GITLITZ,Unknown
53064.0,CHARLES R. WHITCHURCH,Caucasian
53100.0,JERRY SHORE,Caucasian
53101.0,E PHILLIP SMOOT,Unknown
53106.0,HAROLD K WORK,Caucasian
53108.0,ALLISON R SCHLEICHER,Unknown
53109.0,DENNIS F. MCMANUS,Caucasian
53110.0,PAUL D LEVY,Caucasian
53111.0,JOHN E MONTAGUE,Unknown
53113.0,KAZUO INAMORI,
53114.0,RODNEY C. SACKS,Caucasian
53115.0,HILTON H. SCHLOSBERG,Caucasian
53116.0,BENJAMIN M. POLK,Caucasian
53117.0,NORMAN EPSTEIN,Caucasian
53118.0,HAROLD TABER,Caucasian
53119.0,MARK S. VIDERGAUZ,Caucasian
53120.0,SYDNEY SELATI,Caucasian
53121.0,MARSHALL D BUTLER,Unknown
53122.0,DONALD B CHRISTIANSEN,Unknown
53123.0,YUZO YAMAMURA,
53124.0,JOHN S GILBERTSON,Caucasian
53125.0,ROGER J LOWERY,Unknown
53126.0,ROGER C. CORBETT,Caucasian
53130.0,ANTHONY J. PALMER,Caucasian
53138.0,PAUL R MADDEN,Caucasian
53140.0,JAMES E SWIGART,Unknown
53144.0,ROBERT F FINOCCHIO,Unknown
53145.0,ROGELIO G SADA,Unknown
53157.0,MARVIN SANDS,Unknown
53160.0,BERTRAM E SILK,Unknown
53165.0,DANIEL D GRANGER,Caucasian
53166.0,JOHN E BINGAMAN,Unknown
53167.0,MARTIN G MAND,Unknown
53168.0,JAMES R TOLBERT III,Unknown
53169.0,ZEV KARKOMI,Unknown
53170.0,MARK G WIMER,Unknown
53171.0,WILLIAM R ANIXTER,Unknown
53172.0,ROBERT D WOLTIL,Unknown
53177.0,NEIL CHATFIELD,Caucasian
53196.0,PAUL MCCLINTOCK,Unknown
53198.0,DONNA CE WILLIAMSON,Unknown
53199.0,STUART BURGESS,Unknown
53200.0,JAMES L PETERSON,Unknown
53202.0,ALFRED S TEO,Unknown
53205.0,GERALD L KISER,Unknown
53217.0,WILLIAM M. COOK,Caucasian
53219.0,EMMETT PAIGE JR,
53221.0,WILLIAM Y O'CONNOR,Unknown
53228.0,SAMUEL J HEYMAN,Caucasian
53255.0,VINCENT R WORMS,Unknown
53256.0,RONALD L SCHAUER,Unknown
53257.0,DONALD P BEADLE,Unknown
53260.0,HAROLD LEEVER,Unknown
53266.0,MARK T BECKER,Unknown
53269.0,BOBBY GRIFFIN,African-American
53273.0,MICHAEL NORKUS,Caucasian
53278.0,DENNIS MJ TURNER,Unknown
53279.0,ROBERT A SCHWED,Unknown
53280.0,FREDERICK W KYLE,Unknown
53281.0,ROBERT J FRATTAROLI,Unknown
53282.0,CARLOS A GONZALEZ,Unknown
53289.0,ROBERT L ROSEN,Unknown
53306.0,KEVIN J. LYNCH,Caucasian
53309.0,STEVEN J. SHULMAN,Unknown
53315.0,KENNETH W LEWIS,Unknown
53316.0,RICK S REES,Unknown
53318.0,BURT H KEENAN,Unknown
53319.0,JOHN DANE III,Unknown
53320.0,DANIEL J MORTIMER,Unknown
53332.0,RICHARD C WILLIAMS,Caucasian
53347.0,FRED S ZEIDMAN,Unknown
53352.0,W D HAWKINS,Unknown
53354.0,THOMAS E SMITH,Unknown
53363.0,PETER A BUKOWICK,Caucasian
53365.0,ROBERT D SANSOM,Unknown
53366.0,THOMAS J GILL,Unknown
53367.0,ERIC C COOPER,Unknown
53368.0,ONAT MENZILCIOGLU,Unknown
53369.0,SUE E. GOVE,Caucasian
53370.0,JOHN B LOWE JR.,Caucasian
53371.0,DAVID M. SZYMANSKI,Caucasian
53375.0,GODFREY R. SULLIVAN,Caucasian
53381.0,TERRI D ZINKIEWICZ,Unknown
53382.0,MICHAEL J MCCANN,Caucasian
53383.0,MICHAEL J POLLOCK,Caucasian
53384.0,MYRON J MOREAU,Caucasian
53385.0,PIERRE LEGAULT,Caucasian
53395.0,BRUCE A ROBERTSON,Caucasian
53398.0,STEWART ALSOP,Unknown
53410.0,H CABOT LODGE III,Unknown
53420.0,WILLIAM M GIBSON,Unknown
53421.0,JACK A ARNOW,Unknown
53422.0,LYNN C FRITZ,Unknown
53423.0,J MICHAEL CLINE,Unknown
53424.0,JOSEPH H JACOVINI,Unknown
53425.0,THOMAS A SKELTON,Unknown
53430.0,FLOYD E BLOOM,Unknown
53431.0,ROBERT A BREYER,Unknown
53434.0,ALEXANDER RICH,Unknown
53435.0,PAUL SCHIMMEL,Unknown
53439.0,PETER C BOYLAN III,Unknown
53449.0,M BLAIR HULL,Unknown
53450.0,NORMAN J LABOE,Unknown
53452.0,ANDREW RUDD,Unknown
53470.0,ROBERT L. HANSON,Caucasian
53497.0,JOHN R DOUGERY,Unknown
53500.0,RUANN F ERNST,Unknown
53501.0,DONALD GREEN,Caucasian
53502.0,DAN RASDAL,Unknown
53503.0,CARL J GRIVNER,Unknown
53504.0,ALEX SOZONOFF,Unknown
53515.0,WILLIAM NORRED,Unknown
53516.0,BRIAN D YOUNG,Unknown
53539.0,FRANK J FERTITTA III,Caucasian
53540.0,BLAKE L SARTINI,Caucasian
53541.0,R HAL DEAN,Unknown
53542.0,LORENZO FERTITTA,Caucasian
53543.0,DELISE F SARTINI,Caucasian
53551.0,L DAVID BLACK,Unknown
53552.0,JOHN L CORSE,Unknown
53554.0,REID R BECHTLE,Unknown
53555.0,HARRY H GAINES,Unknown
53557.0,MICHAEL J NEWMAN,Unknown
53559.0,RICHARD A FRIEDMAN,Unknown
53567.0,ROD SANDS,Unknown
53579.0,TONY JENSEN,Caucasian
53581.0,JOHN A. HACKETT,Caucasian
53591.0,BARRY BAKER,Unknown
53599.0,JOHNSTON C. ADAMS,Caucasian
53614.0,ARTHUR E WILLIAMS,Unknown
53620.0,GERALD A NATHE,Unknown
53621.0,AKIRA HARA,Asian
53623.0,SAMUEL B FORTENBAUGH III,Unknown
53624.0,JUDITH A MULHOLLAND,Unknown
53625.0,ROLF BERGSTROM,Unknown
53627.0,THOMAS A JERMOLUK,Caucasian
53642.0,RICHARD HAVILAND,Caucasian
53645.0,RONALD C. FOSTER,Caucasian
53652.0,ANDREW D SEIDEL,Unknown
53653.0,ARDON E MOORE,Unknown
53664.0,JAMES RS HATT,Unknown
53668.0,I MARTIN POMPADUR,Unknown
53672.0,ALAN V KING,Unknown
53680.0,JOSEPH T MALLOF,Caucasian
53681.0,SIDNEY JACOBSON,Unknown
53683.0,JAMES SCHROEDER,Unknown
53684.0,SHELLEY BOXER,Unknown
53685.0,MELVIN REDMAN,Unknown
53686.0,DANIEL S MESSINA,Unknown
53690.0,R JAMES KELLY,Unknown
53692.0,WILLIAM F KIRK,Unknown
53717.0,BARRIE A WIGMORE,Caucasian
53738.0,ROBERT W. STEIN,Caucasian
53739.0,STEPHEN MR COVEY,Caucasian
53740.0,STEPHEN R COVEY,Caucasian
53741.0,DENNIS G HEINER,Caucasian
53742.0,JOEL C PETERSON,Caucasian
53744.0,ELIZABETH A CHAPPELL,Caucasian
53746.0,CARLTON J EIBL,Unknown
53747.0,PERRY J GEHRING,Unknown
53748.0,NICKOLAS D HEIN,Unknown
53749.0,LOUIS W PRIBILA,Unknown
53750.0,WILLIAM C SCHMIDT,Unknown
53751.0,G WILLIAM TOLBERT,Unknown
53754.0,CARMEL VERNIA,Unknown
53756.0,ZVI ALEXANDER,Unknown
53759.0,SHAULA A YEMINI,Unknown
53772.0,JEFFREY I BADGLEY,Unknown
53773.0,A RUSSELL CHANDLER III,Unknown
53774.0,PAUL E DRACK,Unknown
53775.0,STEPHEN A FURBACHER,Unknown
53776.0,WILLIAM G MILLER,Unknown
53777.0,RICHARD H ROBERTS,Unknown
53783.0,JONATHAN J COSLET,Unknown
53802.0,GEORGE S KARIOTIS,Unknown
53805.0,ARTHUR PAPPAS,Unknown
53807.0,PAUL MANHEIM,Caucasian
53821.0,BERNARD ATTAL,Unknown
53822.0,RICHARD R NICOLOSI,Unknown
53823.0,VINCENT J. MILANO,Caucasian
53824.0,STEPHEN J SOLARZ,Unknown
53826.0,MICHAEL G ANDRE,Caucasian
53827.0,JAMES W ASHLEY JR,Caucasian
53828.0,WILLIAM J MCGINLEY,Caucasian
53829.0,KEVIN J HAYES,Caucasian
53830.0,GEORGE C WRIGHT,Caucasian
53831.0,RAYMOND J ROBERTS,Caucasian
53832.0,JAMES W MCGINLEY,Caucasian
53833.0,JOHN R CANNON,Caucasian
53838.0,GERALD J RUBIN,Unknown
53839.0,DANIEL C MONTANO,Unknown
53840.0,BYRON H RUBIN,Unknown
53841.0,STANLEE N RUBIN,Unknown
53842.0,GARY B ABROMOVITZ,Unknown
53843.0,CHRISTOPHER L CARAMEROS,Unknown
53847.0,TIMOTHY A SEELY,Unknown
53859.0,STANLEY B KINSEY,Unknown
53861.0,RAYMOND R MARTIN,Unknown
53862.0,KEVIN M TWOMEY,Unknown
53863.0,THOMAS S SOLTYS JR,Unknown
53869.0,JAMES F BUNKER,Unknown
53879.0,CANDACE K BRYAN,Unknown
53882.0,AG MALCOLM RITCHIE,Unknown
53891.0,JON B MINNIS,Unknown
53905.0,PATRICK C KELLY,Unknown
53907.0,THOMAS G HIXON,Unknown
53909.0,MELVIN HECKTMAN,Unknown
53910.0,DELORES KESLER,Unknown
53911.0,NELSON W POTTER,Caucasian
53919.0,RICHARD H BARD,Unknown
53920.0,JOHN R OLTMAN,Unknown
53921.0,ALLAN L SHAW,Unknown
53922.0,FRANCIS J MOUNT,Unknown
53923.0,PAUL G PIZZANI,Unknown
53930.0,JOHN J MCGLYNN,Unknown
53931.0,CHARLES P PIEPER,Unknown
53933.0,KEVIN J CONWAY,Unknown
53934.0,BRIAN D FINN,Caucasian
53935.0,MILTON H KUYERS,Unknown
53936.0,ALLON H LEFEVER,Unknown
53946.0,RICHARD E RIVERA,Caucasian
53953.0,STEVEN T MAYER,Unknown
53958.0,DENNIS D. POWELL,Caucasian
53974.0,BRADLEY J BURGUM,Unknown
53975.0,DOUGLAS J BURGUM,Unknown
53976.0,FREDERICK W BURGUM,Unknown
53978.0,KATE BUGGELN,Caucasian
53979.0,JOSEPH S TIBBETTS JR,Unknown
53984.0,DAVID DVORAK,Caucasian
53991.0,CARL S LEDBETTER,Unknown
54027.0,BRIAN A. MARKISON,Unknown
54028.0,JAMES GILLERAN,Unknown
54029.0,PAUL G. CASNER JR.,Caucasian
54046.0,WJ ZERINGUE,Unknown
54047.0,AXEL M SIGMAR,Unknown
54057.0,ROBERT E ANGELICA,Unknown
54065.0,PHILIP J WARD,Unknown
54068.0,RICHARD E BAILEY,Caucasian
54106.0,ROBERT L LEIBENSPERGER,Unknown
54107.0,J DOUGLAS WHELAN,Caucasian
54110.0,LAWRENCE BIONDI,Unknown
54111.0,JOHN T KOHLER,Unknown
54112.0,RAYMOND P CALDIERO,Unknown
54113.0,JAMES N FARLEY,Unknown
54114.0,MAKOTO KOUZUMA,Unknown
54117.0,VICTOR C BENDA,Unknown
54118.0,FREDERICK W LANG,Unknown
54119.0,MARGARET A LOFTUS,Caucasian
54120.0,EDWARD M MAHONEY,Unknown
54121.0,ROBB PRINCE,Unknown
54132.0,JAMES W WALTER,Unknown
54133.0,KENNETH E HYATT,Unknown
54134.0,RICHARD E ALMY,Unknown
54135.0,CHARLES E LONG,Unknown
54136.0,STEVEN G LAMB,Caucasian
54142.0,RICHARD J ROSEBERY,Unknown
54145.0,C WILLIAM CLAYPOOL,Unknown
54156.0,JOHN J RIGAS,Unknown
54157.0,MICHAEL J RIGAS,Unknown
54158.0,TIMOTHY J RIGAS,Unknown
54159.0,JAMES P RIGAS,Unknown
54161.0,PETE J METROS,Unknown
54162.0,DENNIS P COYLE,Unknown
54165.0,LEWIS D. SCHILIRO,Unknown
54170.0,CHARLES J VAUGHAN,Unknown
54178.0,TIMOTHY S LUCAS,Unknown
54185.0,JAMES J LOUGHLIN,Caucasian
54188.0,EDWARD F PAQUETTE,Unknown
54189.0,BEVERLY J HADDON,Unknown
54221.0,PETER JOHNSON,Unknown
54222.0,H DAVIS III,Unknown
54223.0,JOHN N ABELSON,Unknown
54224.0,PATRICIA M CLOHERTY,Unknown
54225.0,A E COHEN,Unknown
54226.0,MELVIN I SIMON,Unknown
54231.0,CHRISTOPHER S HENNEY,Unknown
54237.0,JOHN W HIMES,Unknown
54239.0,GARY W PANKONIEN,Unknown
54250.0,STEPHEN J LUCZO,Unknown
54254.0,ROY L BURGER,Unknown
54261.0,DAVID W BLACK,Unknown
54262.0,HENRY G HORTENSTINE,Caucasian
54263.0,PETER A BRACKEN,Unknown
54265.0,CLIFFORD M KENDALL,Caucasian
54276.0,MICHAEL GRAINGER,Caucasian
54300.0,ROBERT E MCGILL III,Unknown
54309.0,STEPHEN J GORE,Unknown
54310.0,CHARLES F POLLNOW,Unknown
54311.0,STEVEN COHAN,Caucasian
54312.0,GRAHAM L LEWIS,Unknown
54336.0,NOAM LOTAN,Unknown
54337.0,SHLOMO MARGALIT,Unknown
54339.0,IGAL SHIDLOVSKY,Unknown
54340.0,GUENTER JAENSCH,Unknown
54358.0,THOMAS MOBERLY,Caucasian
54367.0,ALBERT GREENSTONE,Unknown
54387.0,FULTON COLLINS,Unknown
54388.0,GERALD LAZARUS,Unknown
54395.0,FRANK R BURNSIDE JR,Unknown
54396.0,CHARLES O DUNN,Caucasian
54397.0,GEORGE PENICK,Unknown
54398.0,COLEY L BAILEY,Unknown
54399.0,WOODS E EASTLAND,Unknown
54400.0,JOHN SHARP HOWIE,Unknown
54401.0,WAYNE A THAMES,Unknown
54402.0,LARRY L. MATHIS,Caucasian
54404.0,ROBERT J DINICOLA,Caucasian
54418.0,RONALD EF CODD,Unknown
54421.0,KENNETH M THOMPSON,Unknown
54429.0,WERNER M HERRMANN,Unknown
54464.0,MICHAEL J DRABB,Unknown
54465.0,ERIC E GLASS,Unknown
54467.0,PAUL I LATTA JR,Unknown
54468.0,MARK P KAISER,Unknown
54469.0,JEFFREY D SERKES,Unknown
54470.0,DAVID M ABRAMSON,Unknown
54471.0,JAMES L MILLER,Unknown
54472.0,DEAN R SILVERMAN,Unknown
54474.0,JOHN J KALEC,Unknown
54476.0,DAVID GLATSTEIN,Unknown
54483.0,MARK B. SEGALL,Caucasian
54502.0,FRED A BREIDENBACH,Unknown
54505.0,MALCOLM T KITSON,Unknown
54515.0,ANDREW J MCKENNA JR,Unknown
54522.0,WILSON SIBBETT,Unknown
54523.0,WILLEM HAVERCAMP,Unknown
54524.0,MICHAEL J. MARDY,Caucasian
54526.0,ROBERT E EDWARDS,Unknown
54533.0,ROBERT C FINK,Unknown
54548.0,STEVEN D WHITEMAN,Caucasian
54549.0,PETER C. WALLACE,Caucasian
54550.0,ALEXANDER S KULI,Unknown
54551.0,J DAVID PARRISH,Unknown
54555.0,WILLIAM B SNYDER,Unknown
54556.0,RICHARD P SULLIVAN,Unknown
54582.0,S DOUGLAS SMITH,Unknown
54584.0,THOMAS S MURPHY JR,Unknown
54592.0,RAY H WITT,Unknown
54594.0,P. GEORGE BENSON,Caucasian
54596.0,STUART D BEATH,Unknown
54598.0,MICHAEL B FULTON,Unknown
54599.0,STANLEY E FULTON,Unknown
54601.0,GLEN J HETTINGER,Unknown
54602.0,ELIZABETH F JONES,Unknown
54603.0,MICHAEL D RUMBOLZ,Unknown
54608.0,JOEL J KOCHER,Unknown
54612.0,JOHN N TAYLOR JR,Unknown
54614.0,ALBERTO NEGRO,Unknown
54615.0,FRANZ WRESSNIGG,Unknown
54616.0,JOHN C HEINMILLER,Unknown
54621.0,RICHARD L DOBSON,Unknown
54628.0,DAVID FOSTER,Caucasian
54630.0,SANJEEV R CHITRE,Unknown
54632.0,WILLIAM J FRESCHI,Unknown
54634.0,DANIEL COHEN,Unknown
54636.0,F SUZANNE JENNICHES,Unknown
54638.0,JEROME S. GRIFFITH,Caucasian
54643.0,MARVIN L SCHMIDT,Unknown
54646.0,JOHN C. ADAMS JR.,Unknown
54652.0,JOSEPH A MADRI,Unknown
54668.0,KEVIN B SHAW,Unknown
54669.0,WA KRAUSE,Unknown
54698.0,JAMES DENNEDY,Caucasian
54705.0,COR J CLEMENT,Unknown
54713.0,STEPHEN E COOPER,Unknown
54714.0,TAKESHI SUZUKI,Unknown
54715.0,JOHN MCBENNETT,Unknown
54718.0,THOMAS M TRENT,Unknown
54719.0,ROBERT M WEHRLI,Unknown
54721.0,ROBERT E RAMSEY JR,Unknown
54722.0,LOUIS G JEKEL,Unknown
54723.0,HENRY G WALKER,Unknown
54724.0,MARY ANNE CARPENTER,Unknown
54725.0,LOUIS A WITZEMAN,Caucasian
54736.0,CHARLES H DILLER JR,Unknown
54805.0,LEE MASTERS,Unknown
54806.0,GEORGE W COOMBE JR,Unknown
54807.0,JOHN C GETZELMAN,Unknown
54808.0,MELVYN KINDER,Unknown
54809.0,NEIL B KORNSWIET,Unknown
54812.0,EDWIN A COHEN,Unknown
54814.0,ROBERT J BOLGER,Unknown
54815.0,MICHAEL F FLORENCE,Unknown
54816.0,JACOB M KAY,Unknown
54817.0,BERNARD C SHERMAN,Unknown
54824.0,YASUSHI CHIKAGAMI,Unknown
54827.0,JOSEPH C SCODARI,Unknown
54831.0,LAWRENCE C FICHTNER,Unknown
54832.0,STEPHEN J LUDLOW,Unknown
54833.0,BRIAN F MACNEILL,Unknown
54851.0,VICTOR H KRULAK,Unknown
54861.0,MAYNARD H MURCH IV,Caucasian
54876.0,MICHAEL E FOSTER,Unknown
54878.0,JOHN A HENRY,Unknown
54879.0,FRANCIS W CASH,Unknown
54880.0,OWEN D THOMAS,Unknown
54881.0,PAUL M OLSON,Unknown
54882.0,MYRON S GELBACH JR,Unknown
54883.0,GEORGE GRAEBER,Unknown
54890.0,BRUCE H SPECTOR,Unknown
54899.0,STEPHEN J CLEARMAN,Unknown
54905.0,MICHAEL R O'BRIEN,Unknown
54907.0,DENNIS P WALKER,Unknown
54908.0,MARK M GOLDMAN,Unknown
54909.0,JAMES E MACDOUGALD,Unknown
54910.0,THOMAS F COSTELLO,Unknown
54911.0,SUZANNE M MACDOUGALD,Unknown
54912.0,PETER A SULLIVAN,Unknown
54916.0,KEVIN T MICHEL,Unknown
54918.0,RICHARD S YOUNGMAN,Unknown
54933.0,L.P. HSU,Asian
54934.0,DAVID S WETHERELL,Unknown
54935.0,JOHN M CONNORS,Unknown
54936.0,DANIEL J NOVA,Unknown
54937.0,RICHARD H SABOT,Unknown
54938.0,ROBERT J DAVIS,Unknown
54939.0,HOWARD S JONAS,Unknown
54940.0,JOYCE J MASON,Unknown
54943.0,JAMES A COURTER,Unknown
54944.0,MARC E KNOLLER,Unknown
54945.0,HAL BRECHER,Unknown
54946.0,MEYER A BERMAN,Unknown
54947.0,J WARREN BLAKER,Unknown
54959.0,LAWRENCE F DEGEORGE,Unknown
54962.0,CURTIS W ROCHELLE,Unknown
54963.0,GENE W SCHNEIDER,Unknown
54964.0,ALBERT M CAROLLO,Unknown
54965.0,LAWRENCE J DEGEORGE,Unknown
54966.0,MARK L SCHNEIDER,Unknown
54973.0,ARTHUR R EMERSON,Unknown
54977.0,DOUGLAS T LAKE,Caucasian
54979.0,JOHN D CONNOLLY,Unknown
54981.0,DAVID R KORUS,Unknown
55029.0,ROBERT L. BARBANELL,Unknown
55030.0,WAYNE BRITT,Caucasian
55031.0,RICHARD L CORBIN,Unknown
55033.0,CRAIG S. THOMPSON,Caucasian
55034.0,JOSEPH M. COHEN,Caucasian
55045.0,EARLE F JONES,Unknown
55047.0,DANIEL H STERN,Unknown
55050.0,JONATHAN D EILIAN,Unknown
55052.0,VERN H CASSENS,Caucasian
55053.0,THOMAS W HEENAN,Caucasian
55054.0,J GRANT BEADLE,Caucasian
55055.0,J PETER JEFFREY,Caucasian
55056.0,WILLIAM F. LEIMKUHLER,Unknown
55057.0,PIERRE BELLON,Unknown
55058.0,BERNARD CARTON,Unknown
55059.0,EDOUARD DE ROYERE,Unknown
55061.0,JAMES E DONAGHY,Unknown
55079.0,STEVEN P MILLER,Caucasian
55080.0,NEAL J TOLAR,Caucasian
55081.0,GARY A MONETTI,Caucasian
55082.0,ROBERT C STRANDBERG,Caucasian
55083.0,BRUCE S WHITE,Caucasian
55085.0,TERRENCE W GLARNER,Unknown
55090.0,KENNETH L KEYMER,Unknown
55108.0,JAMES S. MACLEOD,Caucasian
55109.0,CLEMENS A. H. BOERSIG,Caucasian
55125.0,NORMAN R WALKER,Unknown
55138.0,WILLIAM J. SHEA JR.,Caucasian
55144.0,THOMAS W HALEY,Unknown
55145.0,MICHAEL C SLAGLE,Unknown
55146.0,BERNT M TESSEM,Unknown
55147.0,MARY E CURTIN,Unknown
55148.0,FRANK L FARRAR,Unknown
55149.0,ROBERT E MILLER,Unknown
55150.0,CARL E RUSSO,Unknown
55154.0,EDWARD M. GREENBERG,Caucasian
55158.0,JOSEPH R ROBINSON,Unknown
55162.0,HARRY C ERVIN JR,Unknown
55163.0,STEVEN E LANDSBURG,Unknown
55171.0,BRUCE C KARSK,Unknown
55174.0,MARNE OBERNAUER JR,Unknown
55175.0,STEPHEN A ALLOTT,Unknown
55177.0,DAVID C SCHWAB,Unknown
55178.0,MICHAEL EW JACKSON,Unknown
55233.0,WILLIAM T CLIFFORD,Unknown
55239.0,JEAN-MARC FORNERI,Caucasian
55260.0,JOHN J RANDO,Unknown
